timestamp,temperature_c,occupancy_flag,is_weekend,is_grid_stress_window,voltage_v,current_a,active_power_kw,reactive_power_kvar,power_factor,kwh_interval,monthly_cum_kwh,energy_charge_running_inr,fixed_charge_for_month_inr,duty_running_inr,gt_hvac_kw,gt_hvac_aging_factor,gt_lighting_kw,gt_fridge_kw,gt_water_heater_kw,gt_plug_loads_kw,anomaly_flag,waste_event_flag,anomaly_type,addon_thd_percent,addon_current_leakage_ma,addon_neutral_ground_v,addon_voltage_fault_v_delta,addon_fault_flag,addon_fault_type
2026-03-01 11:30:00,32.68,0,1,0,229.56,1.42,0.313,0.094,0.958,0.0782,17.42,56.61,40,5.66,0.0,1.002,0.059,0.02,0.0,0.234,0,0,Normal,4.24,2.51,0.91,0.0,0,None
2026-03-01 11:45:00,32.35,0,1,0,229.99,0.68,0.146,0.054,0.938,0.0365,17.45,56.73,40,5.67,0.0,1.002,0.033,0.02,0.0,0.093,0,0,Normal,3.42,1.34,0.76,0.0,0,None
2026-03-01 12:00:00,33.54,0,1,0,230.92,1.2,0.26,0.097,0.937,0.065,17.52,56.94,40,5.69,0.0,1.002,0.054,0.02,0.0,0.186,0,0,Normal,3.81,1.82,0.44,0.0,0,None
2026-03-01 12:15:00,33.23,0,1,0,231.62,1.66,0.364,0.125,0.945,0.091,17.61,57.24,40,5.72,0.0,1.002,0.056,0.128,0.0,0.18,0,0,Normal,2.69,3.38,0.9,0.0,0,None
2026-03-01 12:30:00,33.34,0,1,0,227.49,1.64,0.337,0.158,0.906,0.0842,17.7,57.51,40,5.75,0.0,1.002,0.045,0.121,0.0,0.171,0,0,Normal,3.81,2.52,0.67,0.0,0,None
2026-03-01 12:45:00,33.51,0,1,0,227.49,0.85,0.177,0.078,0.915,0.0442,17.74,57.65,40,5.77,0.0,1.002,0.047,0.02,0.0,0.11,0,0,Normal,3.08,2.35,0.52,0.0,0,None
2026-03-01 13:00:00,33.07,0,1,0,228.35,1.57,0.327,0.149,0.91,0.0818,17.82,57.92,40,5.79,0.0,1.002,0.073,0.02,0.0,0.234,0,0,Normal,2.81,3.93,0.75,0.0,0,None
2026-03-01 13:15:00,33.64,0,1,0,226.59,0.93,0.2,0.066,0.95,0.05,17.87,58.08,40,5.81,0.0,1.002,0.034,0.02,0.0,0.146,0,0,Normal,3.74,1.59,0.36,0.0,0,None
2026-03-01 13:30:00,33.56,0,1,0,228.2,0.81,0.168,0.079,0.905,0.042,17.91,58.22,40,5.82,0.0,1.002,0.057,0.02,0.0,0.091,0,0,Normal,2.96,3.72,0.93,0.0,0,None
2026-03-01 13:45:00,33.48,0,1,0,228.52,1.68,0.349,0.162,0.907,0.0872,18.0,58.5,40,5.85,0.0,1.002,0.059,0.118,0.0,0.172,0,0,Normal,3.76,1.52,0.66,0.0,0,None
2026-03-01 14:00:00,33.86,0,1,0,227.81,1.7,0.364,0.132,0.94,0.091,18.09,58.8,40,5.88,0.0,1.002,0.059,0.121,0.0,0.184,0,0,Normal,4.13,2.95,0.5,0.0,0,None
2026-03-01 14:15:00,34.75,0,1,0,228.02,0.81,0.171,0.068,0.929,0.0427,18.13,58.94,40,5.89,0.0,1.002,0.045,0.02,0.0,0.106,0,0,Normal,2.68,2.0,0.68,0.0,0,None
2026-03-01 14:30:00,33.57,0,1,0,228.09,0.86,0.181,0.076,0.922,0.0452,18.18,59.08,40,5.91,0.0,1.002,0.048,0.02,0.0,0.113,0,0,Normal,2.52,2.99,0.97,0.0,0,None
2026-03-01 14:45:00,34.48,0,1,0,228.41,1.5,0.305,0.155,0.891,0.0762,18.26,59.33,40,5.93,0.0,1.002,0.053,0.02,0.0,0.232,0,0,Normal,2.8,2.13,0.99,0.0,0,None
2026-03-01 15:00:00,32.95,1,1,0,228.19,16.98,3.529,1.601,0.911,0.8822,19.14,62.2,40,6.22,3.05,1.002,0.037,0.02,0.0,0.422,0,0,Normal,3.06,1.96,0.56,0.0,0,None
2026-03-01 15:15:00,33.63,1,1,0,226.07,16.85,3.626,1.167,0.952,0.9065,20.04,65.14,40,6.51,3.203,1.002,0.04,0.125,0.0,0.258,0,0,Normal,3.82,1.51,0.74,0.0,0,None
2026-03-01 15:30:00,33.88,1,1,0,228.86,18.36,3.731,1.935,0.888,0.9328,20.98,68.18,40,6.82,3.333,1.002,0.051,0.118,0.0,0.229,0,0,Normal,3.09,3.23,0.31,0.0,0,None
2026-03-01 15:45:00,34.09,1,1,0,227.56,17.98,3.866,1.338,0.945,0.9665,21.94,71.32,40,7.13,3.439,1.002,0.048,0.02,0.0,0.359,0,0,Normal,3.73,1.36,0.29,0.0,0,None
2026-03-01 16:00:00,33.55,1,1,0,226.98,16.75,3.552,1.357,0.934,0.888,22.83,74.2,40,7.42,3.237,1.002,0.041,0.02,0.0,0.254,0,0,Normal,4.49,2.63,0.43,0.0,0,None
2026-03-01 16:15:00,33.59,1,1,0,228.0,17.85,3.619,1.863,0.889,0.9048,23.74,77.14,40,7.71,3.288,1.002,0.05,0.02,0.0,0.261,0,0,Normal,2.58,2.44,0.29,0.0,0,None
2026-03-01 16:30:00,33.02,1,1,0,228.56,15.56,3.359,1.171,0.944,0.8398,24.58,79.87,40,7.99,3.031,1.003,0.053,0.02,0.0,0.255,0,0,Normal,3.9,1.49,0.67,0.0,0,None
2026-03-01 16:45:00,32.96,1,1,0,225.89,16.95,3.523,1.5,0.92,0.8808,25.46,82.74,40,8.27,2.993,1.003,0.029,0.117,0.0,0.384,0,0,Normal,3.19,1.99,0.29,0.0,0,None
2026-03-01 17:00:00,32.67,1,1,0,224.76,16.78,3.443,1.542,0.913,0.8608,26.32,85.53,40,8.55,2.927,1.003,0.055,0.12,0.0,0.341,0,0,Normal,3.05,3.44,0.65,0.0,0,None
2026-03-01 17:15:00,32.15,1,1,0,225.5,15.39,3.228,1.278,0.93,0.807,27.12,88.16,40,8.82,2.772,1.003,0.046,0.02,0.0,0.39,0,0,Normal,3.5,2.01,0.31,0.0,0,None
2026-03-01 17:30:00,31.6,1,1,0,223.74,13.22,2.674,1.267,0.904,0.6685,27.79,90.33,40,9.03,2.379,1.003,0.072,0.02,0.0,0.203,0,0,Normal,2.3,3.43,0.53,0.0,0,None
2026-03-01 17:45:00,31.68,1,1,0,227.4,14.09,2.839,1.485,0.886,0.7098,28.5,92.63,40,9.26,2.478,1.003,0.053,0.02,0.0,0.288,0,0,Normal,2.79,1.93,0.25,0.0,0,None
2026-03-01 18:00:00,30.54,1,1,1,224.69,14.43,2.913,1.422,0.899,0.7282,29.23,95.0,40,9.5,2.06,1.003,0.349,0.02,0.0,0.484,0,0,Normal,2.68,1.02,0.43,0.0,0,None
2026-03-01 18:15:00,31.25,1,1,1,224.19,15.67,3.142,1.57,0.895,0.7855,30.02,97.55,40,9.76,2.311,1.003,0.356,0.13,0.0,0.345,0,0,Normal,3.53,3.97,0.23,0.0,0,None
2026-03-01 18:30:00,31.07,1,1,1,227.3,15.01,3.117,1.39,0.913,0.7792,30.8,100.09,40,10.01,2.306,1.003,0.356,0.125,0.0,0.33,0,0,Normal,2.56,2.72,0.93,0.0,0,None
2026-03-01 18:45:00,31.35,1,1,1,227.23,14.06,2.944,1.243,0.921,0.736,31.53,102.48,40,10.25,2.33,1.003,0.349,0.02,0.0,0.245,0,0,Normal,2.12,1.54,0.59,0.0,0,None
2026-03-01 19:00:00,29.34,1,1,1,225.19,21.18,4.29,2.082,0.9,1.0725,32.6,105.96,40,10.6,1.49,1.003,0.344,0.02,1.931,0.505,0,0,Normal,2.1,1.88,0.75,0.0,0,None
2026-03-01 19:15:00,29.63,1,1,1,226.35,18.03,3.848,1.356,0.943,0.962,33.57,109.09,40,10.91,1.701,1.003,0.357,0.02,1.433,0.337,0,0,Normal,3.94,1.45,0.5,0.0,0,None
2026-03-01 19:30:00,29.87,1,1,1,226.46,20.31,4.181,1.916,0.909,1.0452,34.61,112.49,40,11.25,1.614,1.003,0.35,0.02,1.715,0.482,0,0,Normal,3.71,1.57,0.31,0.0,0,None
2026-03-01 19:45:00,29.4,1,1,1,227.59,20.34,4.301,1.713,0.929,1.0752,35.69,115.98,40,11.6,1.541,1.003,0.358,0.114,1.944,0.344,0,0,Normal,4.12,2.46,0.31,0.0,0,None
2026-03-01 20:00:00,28.23,1,1,1,226.17,17.24,3.647,1.378,0.935,0.9118,36.6,118.95,40,11.89,1.214,1.003,0.349,0.117,1.632,0.335,0,0,Normal,3.69,2.81,0.32,0.0,0,None
2026-03-01 20:15:00,27.67,1,1,1,227.14,15.66,3.351,1.196,0.942,0.8378,37.44,121.67,40,12.17,0.872,1.003,0.353,0.02,1.697,0.409,0,0,Normal,2.13,3.82,0.42,0.0,0,None
2026-03-01 20:30:00,27.82,1,1,1,226.5,18.73,3.787,1.911,0.893,0.9468,38.38,124.75,40,12.47,0.949,1.003,0.349,0.02,1.997,0.472,0,0,Normal,3.75,2.64,0.26,0.0,0,None
2026-03-01 20:45:00,27.81,1,1,1,225.55,13.87,2.831,1.333,0.905,0.7077,39.09,127.05,40,12.7,0.879,1.003,0.348,0.02,1.26,0.324,0,0,Normal,3.37,3.93,0.99,0.0,0,None
2026-03-01 21:00:00,25.85,1,1,1,225.51,11.36,2.423,0.83,0.946,0.6058,39.7,129.01,40,12.9,0.139,1.003,0.338,0.02,1.506,0.42,0,0,Normal,4.4,2.26,0.77,0.0,0,None
2026-03-01 21:15:00,26.69,1,1,1,229.16,15.4,3.304,1.238,0.936,0.826,40.52,131.7,40,13.17,0.47,1.003,0.341,0.122,1.958,0.413,0,0,Normal,2.57,2.36,0.55,0.0,0,None
2026-03-01 21:30:00,26.21,1,1,1,228.12,15.57,3.272,1.381,0.921,0.818,41.34,134.36,40,13.44,0.378,1.003,0.353,0.119,1.918,0.504,0,0,Normal,2.19,3.67,0.84,0.0,0,None
2026-03-01 21:45:00,26.45,1,1,1,226.71,11.41,2.466,0.784,0.953,0.6165,41.96,136.36,40,13.64,0.331,1.003,0.356,0.02,1.312,0.447,0,0,Normal,4.08,2.03,0.55,0.0,0,None
2026-03-01 22:00:00,25.24,1,1,1,228.91,3.38,0.697,0.338,0.9,0.1743,42.13,136.93,40,13.69,0.0,1.003,0.341,0.02,0.0,0.336,0,0,Normal,3.06,1.7,0.42,0.0,0,None
2026-03-01 22:15:00,25.22,1,1,1,229.99,3.36,0.708,0.31,0.916,0.177,42.31,137.5,40,13.75,0.0,1.003,0.352,0.02,0.0,0.336,0,0,Normal,3.17,3.85,0.23,0.0,0,None
2026-03-01 22:30:00,25.33,1,1,1,229.38,3.83,0.808,0.346,0.919,0.202,42.51,138.16,40,13.82,0.01,1.003,0.364,0.02,0.0,0.414,0,0,Normal,3.79,1.25,0.9,0.0,0,None
2026-03-01 22:45:00,24.95,1,1,1,227.92,3.68,0.75,0.376,0.894,0.1875,42.7,138.77,40,13.88,0.0,1.003,0.34,0.124,0.0,0.286,0,0,Normal,2.46,3.7,0.46,0.0,0,None
2026-03-01 23:00:00,23.55,1,1,1,228.67,4.6,0.943,0.466,0.897,0.2358,42.93,139.53,40,13.95,0.0,1.004,0.346,0.118,0.0,0.479,0,0,Normal,3.13,2.44,0.96,0.0,0,None
2026-03-01 23:15:00,23.72,1,1,1,230.15,2.81,0.601,0.236,0.931,0.1502,43.08,140.02,40,14.0,0.0,1.004,0.356,0.02,0.0,0.225,0,0,Normal,4.01,2.62,0.24,0.0,0,None
2026-03-01 23:30:00,22.91,1,1,1,231.4,3.66,0.746,0.403,0.88,0.1865,43.27,140.63,40,14.06,0.0,1.004,0.357,0.02,0.0,0.369,0,0,Normal,3.49,3.01,0.95,0.0,0,None
2026-03-01 23:45:00,23.03,1,1,1,228.75,3.59,0.749,0.337,0.912,0.1872,43.46,141.24,40,14.12,0.0,1.004,0.35,0.02,0.0,0.379,0,0,Normal,4.26,2.93,0.65,0.0,0,None
2026-03-02 00:00:00,22.14,1,0,0,229.1,3.18,0.658,0.312,0.903,0.1645,43.62,141.77,40,14.18,0.0,1.004,0.341,0.02,0.0,0.297,0,0,Normal,4.16,2.98,0.74,0.0,0,None
2026-03-02 00:15:00,22.31,1,0,0,228.55,4.34,0.933,0.334,0.942,0.2332,43.86,142.53,40,14.25,0.0,1.004,0.345,0.126,0.0,0.462,0,0,Normal,2.68,1.55,0.77,0.0,0,None
2026-03-02 00:30:00,23.0,1,0,0,231.16,3.93,0.832,0.366,0.915,0.208,44.06,143.21,40,14.32,0.0,1.004,0.35,0.123,0.0,0.359,0,0,Normal,3.99,2.97,0.58,0.0,0,None
2026-03-02 00:45:00,22.35,1,0,0,229.48,3.25,0.712,0.225,0.954,0.178,44.24,143.78,40,14.38,0.0,1.004,0.368,0.02,0.0,0.324,0,0,Normal,3.59,3.18,0.91,0.0,0,None
2026-03-02 01:00:00,22.02,1,0,0,231.61,2.76,0.606,0.205,0.947,0.1515,44.39,144.28,40,14.43,0.0,1.004,0.356,0.02,0.0,0.23,0,0,Normal,2.3,3.81,0.47,0.0,0,None
2026-03-02 01:15:00,22.85,1,0,0,229.61,3.44,0.708,0.352,0.895,0.177,44.57,144.85,40,14.49,0.0,1.004,0.349,0.02,0.0,0.339,0,0,Normal,2.66,1.91,0.86,0.0,0,None
2026-03-02 01:30:00,22.03,1,0,0,231.27,3.62,0.798,0.252,0.954,0.1995,44.77,145.5,40,14.55,0.0,1.004,0.358,0.02,0.0,0.42,0,0,Normal,3.88,3.81,0.47,0.0,0,None
2026-03-02 01:45:00,22.57,1,0,0,233.86,4.03,0.874,0.353,0.927,0.2185,44.99,146.21,40,14.62,0.0,1.004,0.333,0.119,0.0,0.422,0,0,Normal,4.11,2.7,0.25,0.0,0,None
2026-03-02 02:00:00,21.53,1,0,0,234.51,4.35,0.908,0.467,0.889,0.227,45.22,146.95,40,14.69,0.0,1.004,0.365,0.123,0.0,0.42,0,0,Normal,2.39,1.36,0.51,0.0,0,None
2026-03-02 02:15:00,21.9,1,0,0,232.32,3.02,0.624,0.32,0.89,0.156,45.37,147.46,40,14.75,0.0,1.004,0.36,0.02,0.0,0.244,0,0,Normal,3.76,1.07,0.21,0.0,0,None
2026-03-02 02:30:00,21.52,1,0,0,232.35,3.31,0.704,0.308,0.916,0.176,45.55,148.03,40,14.8,0.0,1.004,0.346,0.02,0.0,0.338,0,0,Normal,2.81,2.56,0.94,0.0,0,None
2026-03-02 02:45:00,21.83,1,0,0,231.63,3.06,0.651,0.281,0.918,0.1628,45.71,148.56,40,14.86,0.0,1.004,0.344,0.02,0.0,0.287,0,0,Normal,2.46,2.61,0.4,0.0,0,None
2026-03-02 03:00:00,22.62,1,0,0,232.22,3.99,0.887,0.264,0.958,0.2218,45.93,149.28,40,14.93,0.0,1.004,0.339,0.02,0.0,0.528,0,0,Normal,2.25,2.91,0.33,0.0,0,None
2026-03-02 03:15:00,21.34,1,0,0,233.69,3.66,0.765,0.382,0.895,0.1912,46.12,149.9,40,14.99,0.0,1.004,0.341,0.117,0.0,0.307,0,0,Normal,2.25,2.64,0.88,0.0,0,None
2026-03-02 03:30:00,22.42,1,0,0,233.94,4.16,0.868,0.44,0.892,0.217,46.34,150.6,40,15.06,0.0,1.004,0.351,0.116,0.0,0.401,0,0,Normal,3.16,2.5,0.43,0.0,0,None
2026-03-02 03:45:00,22.32,1,0,0,234.02,3.5,0.766,0.288,0.936,0.1915,46.53,151.23,40,15.12,0.0,1.004,0.325,0.02,0.0,0.421,0,0,Normal,2.29,2.57,0.64,0.0,0,None
2026-03-02 04:00:00,22.51,1,0,0,233.15,3.29,0.71,0.29,0.926,0.1775,46.71,151.8,40,15.18,0.0,1.004,0.372,0.02,0.0,0.318,0,0,Normal,3.52,1.87,0.3,0.0,0,None
2026-03-02 04:15:00,22.08,1,0,0,235.03,3.72,0.779,0.397,0.891,0.1948,46.9,152.44,40,15.24,0.0,1.004,0.358,0.02,0.0,0.401,0,0,Normal,4.06,1.15,0.7,0.0,0,None
2026-03-02 04:30:00,22.84,1,0,0,233.24,3.4,0.717,0.339,0.904,0.1793,47.08,153.02,40,15.3,0.0,1.004,0.375,0.02,0.0,0.322,0,0,Normal,3.06,2.51,0.93,0.0,0,None
2026-03-02 04:45:00,22.54,1,0,0,232.17,4.82,1.006,0.492,0.898,0.2515,47.33,153.84,40,15.38,0.0,1.004,0.349,0.117,0.0,0.54,0,0,Normal,3.55,1.29,0.52,0.0,0,None
2026-03-02 05:00:00,23.87,1,0,0,233.67,3.53,0.759,0.322,0.921,0.1898,47.52,154.45,40,15.45,0.0,1.004,0.362,0.122,0.0,0.275,0,0,Normal,4.09,2.61,0.33,0.0,0,None
2026-03-02 05:15:00,23.77,1,0,0,234.34,2.74,0.575,0.285,0.896,0.1438,47.67,154.92,40,15.49,0.0,1.004,0.352,0.02,0.0,0.203,0,0,Normal,4.06,3.66,0.94,0.0,0,None
