timestamp,consumer_number,meter_id,tariff_category,supply_phase,frequency_hz,region_code,dwelling_type,num_occupants,house_area_sqft,connected_load_kw,temperature_c,humidity_pct,voltage_v,current_a,power_factor,real_power_kw,consumption_interval_kwh,cumulative_energy_kwh
2026-08-01T00:00:00+05:30,KSEB-ERN-000002,SM-KL-002,LT-I Domestic,Single phase,50.021,IN_KL_ERN,Independent House,4,1680,5.5,28.58,73.22,230.02,0.609,0.9,0.126,0.0315,1137.5315
2026-08-01T00:15:00+05:30,KSEB-ERN-000002,SM-KL-002,LT-I Domestic,Single phase,50.057,IN_KL_ERN,Independent House,4,1680,5.5,29.14,76.81,228.82,0.715,0.89,0.146,0.0364,1137.5679
2026-08-01T00:30:00+05:30,KSEB-ERN-000002,SM-KL-002,LT-I Domestic,Single phase,49.962,IN_KL_ERN,Independent House,4,1680,5.5,29.32,72.08,233.11,0.567,0.935,0.124,0.0309,1137.5988
2026-08-01T00:45:00+05:30,KSEB-ERN-000002,SM-KL-002,LT-I Domestic,Single phase,50.001,IN_KL_ERN,Independent House,4,1680,5.5,29.54,74.36,230.39,0.546,0.914,0.115,0.0288,1137.6275
2026-08-01T01:00:00+05:30,KSEB-ERN-000002,SM-KL-002,LT-I Domestic,Single phase,50.058,IN_KL_ERN,Independent House,4,1680,5.5,28.56,77.89,228.82,0.533,0.882,0.108,0.0269,1137.6544
2026-08-01T01:15:00+05:30,KSEB-ERN-000002,SM-KL-002,LT-I Domestic,Single phase,49.982,IN_KL_ERN,Independent House,4,1680,5.5,28.31,74.98,230.69,0.576,0.928,0.123,0.0308,1137.6853
2026-08-01T01:30:00+05:30,KSEB-ERN-000002,SM-KL-002,LT-I Domestic,Single phase,49.986,IN_KL_ERN,Independent House,4,1680,5.5,28.54,74.23,229.93,0.48,0.936,0.103,0.0258,1137.7111
2026-08-01T01:45:00+05:30,KSEB-ERN-000002,SM-KL-002,LT-I Domestic,Single phase,49.992,IN_KL_ERN,Independent House,4,1680,5.5,28.39,74.51,225.16,0.542,0.92,0.112,0.0281,1137.7391
2026-08-01T02:00:00+05:30,KSEB-ERN-000002,SM-KL-002,LT-I Domestic,Single phase,49.978,IN_KL_ERN,Independent House,4,1680,5.5,27.47,81.94,234.31,0.474,0.879,0.098,0.0244,1137.7636
2026-08-01T02:15:00+05:30,KSEB-ERN-000002,SM-KL-002,LT-I Domestic,Single phase,49.952,IN_KL_ERN,Independent House,4,1680,5.5,27.97,79.17,232.42,0.59,0.882,0.121,0.0302,1137.7938
2026-08-01T02:30:00+05:30,KSEB-ERN-000002,SM-KL-002,LT-I Domestic,Single phase,49.986,IN_KL_ERN,Independent House,4,1680,5.5,28.03,75.53,231.71,0.421,0.902,0.088,0.022,1137.8158
2026-08-01T02:45:00+05:30,KSEB-ERN-000002,SM-KL-002,LT-I Domestic,Single phase,49.965,IN_KL_ERN,Independent House,4,1680,5.5,27.74,80.26,234.34,0.596,0.89,0.124,0.0311,1137.8469
2026-08-01T03:00:00+05:30,KSEB-ERN-000002,SM-KL-002,LT-I Domestic,Single phase,50.017,IN_KL_ERN,Independent House,4,1680,5.5,26.38,77.56,231.37,0.487,0.887,0.1,0.025,1137.8718
2026-08-01T03:15:00+05:30,KSEB-ERN-000002,SM-KL-002,LT-I Domestic,Single phase,49.988,IN_KL_ERN,Independent House,4,1680,5.5,27.24,81.37,234.4,0.497,0.913,0.106,0.0266,1137.8984
2026-08-01T03:30:00+05:30,KSEB-ERN-000002,SM-KL-002,LT-I Domestic,Single phase,50,IN_KL_ERN,Independent House,4,1680,5.5,27.73,83.56,232.65,0.362,0.947,0.08,0.02,1137.9184
2026-08-01T03:45:00+05:30,KSEB-ERN-000002,SM-KL-002,LT-I Domestic,Single phase,50.034,IN_KL_ERN,Independent House,4,1680,5.5,26.66,82.95,230.88,0.563,0.936,0.122,0.0304,1137.9488
2026-08-01T04:00:00+05:30,KSEB-ERN-000002,SM-KL-002,LT-I Domestic,Single phase,50.034,IN_KL_ERN,Independent House,4,1680,5.5,27.05,84.38,228.47,0.461,0.946,0.1,0.0249,1137.9737
2026-08-01T04:15:00+05:30,KSEB-ERN-000002,SM-KL-002,LT-I Domestic,Single phase,49.936,IN_KL_ERN,Independent House,4,1680,5.5,26.25,82.99,227.5,0.518,0.897,0.106,0.0264,1138.0002
2026-08-01T04:30:00+05:30,KSEB-ERN-000002,SM-KL-002,LT-I Domestic,Single phase,49.971,IN_KL_ERN,Independent House,4,1680,5.5,26.19,85.03,233.31,0.49,0.898,0.103,0.0256,1138.0258
2026-08-01T04:45:00+05:30,KSEB-ERN-000002,SM-KL-002,LT-I Domestic,Single phase,49.965,IN_KL_ERN,Independent House,4,1680,5.5,26.71,82.85,234.77,0.577,0.911,0.123,0.0308,1138.0567
2026-08-01T05:00:00+05:30,KSEB-ERN-000002,SM-KL-002,LT-I Domestic,Single phase,50.018,IN_KL_ERN,Independent House,4,1680,5.5,26.92,89.33,230.52,0.465,0.923,0.099,0.0247,1138.0814
2026-08-01T05:15:00+05:30,KSEB-ERN-000002,SM-KL-002,LT-I Domestic,Single phase,49.996,IN_KL_ERN,Independent House,4,1680,5.5,26.45,81.28,230.8,0.525,0.916,0.111,0.0277,1138.1091
2026-08-01T05:30:00+05:30,KSEB-ERN-000002,SM-KL-002,LT-I Domestic,Single phase,50.02,IN_KL_ERN,Independent House,4,1680,5.5,25.96,84.03,225.88,1.997,0.919,0.415,0.1037,1138.2128
2026-08-01T05:45:00+05:30,KSEB-ERN-000002,SM-KL-002,LT-I Domestic,Single phase,50.074,IN_KL_ERN,Independent House,4,1680,5.5,26.37,83.87,226.8,1.859,0.915,0.386,0.0964,1138.3092
2026-08-01T06:00:00+05:30,KSEB-ERN-000002,SM-KL-002,LT-I Domestic,Single phase,49.965,IN_KL_ERN,Independent House,4,1680,5.5,25.33,87.83,225.22,2.098,0.908,0.429,0.1073,1138.4166
